league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
NED-Eredivisie,2024-25,NAC Breda,Clint Leemans,NED,MF,28,1995,18.8,29,15,11,11,7,11,26,42.3,15,12,6,6,6,35,29,1
NED-Eredivisie,2024-25,NAC Breda,Daniel Bielica,POL,GK,25,1999,32.0,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,15,2
NED-Eredivisie,2024-25,NAC Breda,Dion Versluis,NED,FW,21,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,NAC Breda,Dominik Janošek,CZE,MF,26,1998,12.9,8,4,3,4,1,5,15,33.3,10,6,0,6,3,11,15,0
NED-Eredivisie,2024-25,NAC Breda,Elías Már Ómarsson,ISL,FW,29,1995,25.5,15,10,5,8,2,6,18,33.3,12,15,3,12,5,20,19,0
NED-Eredivisie,2024-25,NAC Breda,Enes Mahmutovic,LUX,DF,27,1997,7.9,13,7,9,3,1,8,10,80.0,2,14,8,6,16,29,52,0
NED-Eredivisie,2024-25,NAC Breda,Fredrik Oldrup Jensen,NOR,MF,31,1993,14.3,30,21,16,12,2,15,38,39.5,23,29,9,20,12,42,28,0
NED-Eredivisie,2024-25,NAC Breda,Jan Van den Bergh,BEL,DF,29,1994,30.0,65,38,37,24,4,33,60,55.0,27,48,34,14,29,94,191,3
NED-Eredivisie,2024-25,NAC Breda,Kacper Kostorz,POL,"FW,MF",24,1999,6.3,3,2,1,1,1,2,4,50.0,2,7,2,5,1,4,3,0
NED-Eredivisie,2024-25,NAC Breda,Kamal Sowah,GHA,"MF,FW",24,2000,9.5,21,12,5,11,5,8,17,47.1,9,6,0,6,4,25,7,0
NED-Eredivisie,2024-25,NAC Breda,Kostas Lamprou,GRE,GK,32,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
NED-Eredivisie,2024-25,NAC Breda,Lars Mol,NED,MF,19,2004,2.7,3,0,2,0,1,2,3,66.7,1,1,0,1,3,6,5,0
NED-Eredivisie,2024-25,NAC Breda,Leo Greiml,AUT,DF,23,2001,28.7,62,42,46,14,2,41,61,67.2,20,53,35,18,45,107,227,0
NED-Eredivisie,2024-25,NAC Breda,Leo Sauer,SVK,"MF,FW",18,2005,27.6,41,23,17,17,7,22,35,62.9,13,24,1,23,3,44,22,1
NED-Eredivisie,2024-25,NAC Breda,Manu Royo,ESP,DF,30,1994,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,9,0
NED-Eredivisie,2024-25,NAC Breda,Martin Koscelník,SVK,DF,29,1995,1.2,7,2,6,1,0,2,4,50.0,2,0,0,0,4,11,7,0
NED-Eredivisie,2024-25,NAC Breda,Matt Garbett,NZL,"FW,MF",22,2002,6.4,8,5,5,2,1,4,15,26.7,11,6,0,6,5,13,2,1
NED-Eredivisie,2024-25,NAC Breda,Max Balard,AUS,MF,23,2000,32.6,70,36,34,33,3,30,53,56.6,23,45,16,29,47,117,84,2
NED-Eredivisie,2024-25,NAC Breda,Maxime Busi,BEL,DF,24,1999,9.6,22,12,13,5,4,12,26,46.2,14,12,5,7,5,27,29,1
NED-Eredivisie,2024-25,NAC Breda,Raul Paula,GER,"FW,MF",20,2004,8.2,5,5,0,5,0,4,12,33.3,8,6,0,6,3,8,8,0
NED-Eredivisie,2024-25,NAC Breda,Roy Kortsmit,NED,GK,31,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
NED-Eredivisie,2024-25,NAC Breda,Roy Kuijpers,NED,"FW,MF",24,2000,2.6,3,3,3,0,0,1,5,20.0,4,1,0,1,2,5,4,0
NED-Eredivisie,2024-25,NAC Breda,Saná Fernandes,POR,"FW,MF",18,2006,5.5,8,6,3,3,2,4,8,50.0,4,3,0,3,4,12,1,0
NED-Eredivisie,2024-25,NAC Breda,Sydney van Hooijdonk,NED,FW,24,2000,11.0,8,7,2,4,2,3,6,50.0,3,5,1,4,0,8,10,0
NED-Eredivisie,2024-25,NAC Breda,Terence Kongolo,NED,DF,30,1994,9.8,20,14,14,4,2,7,12,58.3,5,20,11,9,22,42,61,1
NED-Eredivisie,2024-25,NEC Nijmegen,Argyrios Darelas,GRE,"MF,FW",20,2003,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,NEC Nijmegen,Bart van Rooij,NED,DF,23,2001,2.0,8,6,2,6,0,6,9,66.7,3,1,0,1,2,10,11,0
NED-Eredivisie,2024-25,NEC Nijmegen,Basar Onal,TUR,"FW,MF",20,2004,15.4,23,14,11,6,6,13,29,44.8,16,16,1,15,7,30,9,1
NED-Eredivisie,2024-25,NEC Nijmegen,Bram Nuytinck,NED,DF,34,1990,18.8,27,12,15,10,2,15,26,57.7,11,24,15,9,16,43,119,1
NED-Eredivisie,2024-25,NEC Nijmegen,Brayann Pereira,FRA,DF,21,2003,23.3,72,48,48,17,7,40,60,66.7,20,38,8,30,22,94,76,1
NED-Eredivisie,2024-25,NEC Nijmegen,Bryan Linssen,NED,FW,33,1990,9.0,10,6,2,6,2,3,11,27.3,8,6,1,5,1,11,13,0
NED-Eredivisie,2024-25,NEC Nijmegen,Calvin Verdonk,IDN,DF,27,1997,31.7,98,62,61,29,8,49,68,72.1,19,43,8,35,41,139,137,1
NED-Eredivisie,2024-25,NEC Nijmegen,Dirk Proper,NED,MF,22,2002,24.0,48,31,19,23,6,20,42,47.6,22,27,9,18,21,69,60,0
NED-Eredivisie,2024-25,NEC Nijmegen,Iván Márquez,ESP,DF,30,1994,24.6,27,15,18,8,1,18,25,72.0,7,32,19,13,29,56,141,1
NED-Eredivisie,2024-25,NEC Nijmegen,Kento Shiogai,JPN,FW,19,2005,6.2,10,8,5,5,0,6,13,46.2,7,5,1,4,1,11,9,1
NED-Eredivisie,2024-25,NEC Nijmegen,Kodai Sano,JPN,"MF,FW",20,2003,21.9,40,19,19,15,6,26,51,51.0,25,29,5,24,25,65,34,3
NED-Eredivisie,2024-25,NEC Nijmegen,Koki Ogawa,JPN,FW,26,1997,17.8,8,2,4,4,0,3,10,30.0,7,5,0,5,2,10,12,1
NED-Eredivisie,2024-25,NEC Nijmegen,Lars Olden Larsen,NOR,"MF,FW",25,1998,3.8,7,3,2,4,1,2,7,28.6,5,0,0,0,1,8,6,0
NED-Eredivisie,2024-25,NEC Nijmegen,Lasse Schöne,DEN,MF,38,1986,3.3,4,1,2,1,1,2,8,25.0,6,5,3,2,7,11,6,0
NED-Eredivisie,2024-25,NEC Nijmegen,Leftheris Lyratzis,GRE,DF,24,2000,7.6,8,5,3,5,0,6,10,60.0,4,4,2,2,5,13,24,0
NED-Eredivisie,2024-25,NEC Nijmegen,Mees Hoedemakers,NED,MF,26,1998,19.9,51,36,25,18,8,27,49,55.1,22,22,12,10,21,72,43,0
NED-Eredivisie,2024-25,NEC Nijmegen,Philippe Sandler,NED,DF,27,1997,15.6,19,13,10,9,0,10,17,58.8,7,19,10,9,23,42,69,1
NED-Eredivisie,2024-25,NEC Nijmegen,Roberto González,ESP,"MF,FW",23,2001,10.9,12,9,5,3,4,7,15,46.7,8,10,0,10,3,15,7,0
NED-Eredivisie,2024-25,NEC Nijmegen,Robin Roefs,NED,GK,21,2003,32.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,23,3
NED-Eredivisie,2024-25,NEC Nijmegen,Sami Ouaissa,NED,"MF,FW",19,2004,20.5,21,8,6,10,5,8,22,36.4,14,14,4,10,14,35,14,0
NED-Eredivisie,2024-25,NEC Nijmegen,Sontje Hansen,NED,"FW,MF",22,2002,20.8,17,8,3,8,6,11,26,42.3,15,16,2,14,10,27,14,2
NED-Eredivisie,2024-25,NEC Nijmegen,Stijn van Gassel,NED,GK,27,1996,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
NED-Eredivisie,2024-25,NEC Nijmegen,Thomas Ouwejan,NED,"DF,FW",27,1996,19.9,50,30,27,15,8,27,49,55.1,22,18,6,12,23,73,51,0
NED-Eredivisie,2024-25,NEC Nijmegen,Vito van Crooij,NED,"MF,FW",28,1996,21.0,29,16,14,11,4,15,39,38.5,24,24,7,17,9,38,36,1
NED-Eredivisie,2024-25,NEC Nijmegen,Yousri Sbai,NED,"DF,MF",19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
NED-Eredivisie,2024-25,PSV Eindhoven,Adamo Nagalo,BFA,DF,21,2002,1.9,5,3,3,2,0,1,1,100.0,0,2,1,1,1,6,11,0
NED-Eredivisie,2024-25,PSV Eindhoven,Armando Obispo,NED,DF,25,1999,4.7,2,1,0,1,1,2,6,33.3,4,8,5,3,6,8,26,0
NED-Eredivisie,2024-25,PSV Eindhoven,Couhaib Driouech,MAR,FW,22,2002,3.0,3,3,1,1,1,1,6,16.7,5,0,0,0,0,3,2,0
NED-Eredivisie,2024-25,PSV Eindhoven,Esmir Bajraktarevic,BIH,"FW,DF",19,2005,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,PSV Eindhoven,Fredrik Oppegard,NOR,DF,21,2002,3.1,2,1,0,1,1,1,1,100.0,0,1,0,1,1,3,2,0
NED-Eredivisie,2024-25,PSV Eindhoven,Guus Til,NED,MF,26,1997,22.4,26,13,6,12,8,10,27,37.0,17,21,4,17,6,32,10,0
NED-Eredivisie,2024-25,PSV Eindhoven,Hirving Lozano,MEX,FW,29,1995,3.2,8,7,4,3,1,4,7,57.1,3,5,0,5,1,9,1,0
NED-Eredivisie,2024-25,PSV Eindhoven,Isaac Babadi,NED,MF,19,2005,1.9,5,5,2,1,2,2,3,66.7,1,5,0,5,3,8,0,0
NED-Eredivisie,2024-25,PSV Eindhoven,Ismael Saibari,MAR,MF,23,2001,19.8,39,19,14,17,8,18,33,54.5,15,18,3,15,12,51,17,1
NED-Eredivisie,2024-25,PSV Eindhoven,Ivan Perišić,CRO,FW,35,1989,20.0,23,18,6,12,5,15,36,41.7,21,30,2,28,6,29,22,0
NED-Eredivisie,2024-25,PSV Eindhoven,Jerdy Schouten,NED,MF,27,1997,14.4,15,7,6,6,3,6,13,46.2,7,10,3,7,9,24,13,1
NED-Eredivisie,2024-25,PSV Eindhoven,Joel Drommel,NED,GK,27,1996,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,PSV Eindhoven,Joey Veerman,NED,MF,25,1998,20.3,35,22,10,16,9,19,47,40.4,28,24,7,17,8,43,40,0
NED-Eredivisie,2024-25,PSV Eindhoven,Johan Bakayoko,BEL,FW,21,2003,17.5,19,14,4,6,9,9,16,56.3,7,10,1,9,8,27,11,0
NED-Eredivisie,2024-25,PSV Eindhoven,Jordan Teze,NED,DF,24,1999,0.4,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,1,0
NED-Eredivisie,2024-25,PSV Eindhoven,Lucas Pérez,ESP,"FW,MF",35,1988,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
NED-Eredivisie,2024-25,PSV Eindhoven,Luuk de Jong,NED,FW,33,1990,27.2,23,13,3,12,8,9,29,31.0,20,19,5,14,5,28,38,0
NED-Eredivisie,2024-25,PSV Eindhoven,Malik Tillman,USA,"MF,FW",22,2002,21.3,59,39,19,30,10,26,36,72.2,10,35,5,30,30,89,18,1
NED-Eredivisie,2024-25,PSV Eindhoven,Matteo Dams,BEL,DF,20,2004,10.2,27,21,13,11,3,14,23,60.9,9,13,5,8,15,42,21,0
NED-Eredivisie,2024-25,PSV Eindhoven,Mauro Júnior,BRA,"DF,MF",25,1999,22.3,54,36,28,15,11,34,55,61.8,21,21,2,19,19,73,46,0
NED-Eredivisie,2024-25,PSV Eindhoven,Michael Bresser,NED,DF,17,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,PSV Eindhoven,Noa Lang,NED,FW,25,1999,21.0,22,16,6,10,6,7,19,36.8,12,18,1,17,6,28,7,0
NED-Eredivisie,2024-25,PSV Eindhoven,Olivier Boscagli,FRA,DF,26,1997,28.5,58,37,29,25,4,34,43,79.1,9,22,14,8,38,96,100,1
NED-Eredivisie,2024-25,PSV Eindhoven,Ricardo Pepi,USA,FW,21,2003,7.7,6,5,1,3,2,2,2,100.0,0,4,0,4,1,7,7,0
NED-Eredivisie,2024-25,PSV Eindhoven,Richy Ledezma,USA,DF,23,2000,19.0,27,19,10,10,7,14,28,50.0,14,11,3,8,15,42,26,2
NED-Eredivisie,2024-25,PSV Eindhoven,Rick Karsdorp,NED,DF,29,1995,7.5,17,12,9,6,2,12,18,66.7,6,2,2,0,4,21,13,0
NED-Eredivisie,2024-25,PSV Eindhoven,Ryan Flamingo,NED,DF,21,2002,32.7,44,26,24,17,3,23,35,65.7,12,40,18,22,40,84,142,3
NED-Eredivisie,2024-25,PSV Eindhoven,Sergiño Dest,USA,DF,23,2000,4.2,6,6,1,4,1,4,9,44.4,5,2,0,2,2,8,1,0
NED-Eredivisie,2024-25,PSV Eindhoven,Tygo Land,NED,MF,18,2006,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,PSV Eindhoven,Tyrell Malacia,NED,DF,24,1999,4.3,11,3,6,4,1,7,7,100.0,0,4,0,4,4,15,10,0
NED-Eredivisie,2024-25,PSV Eindhoven,Walter Benítez,ARG,GK,31,1993,33.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,16,3
NED-Eredivisie,2024-25,PSV Eindhoven,Wessel Kuhn,NED,DF,17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0
NED-Eredivisie,2024-25,RKC Waalwijk,Aaron Meijers,NED,DF,36,1987,8.4,15,8,10,4,1,10,22,45.5,12,10,4,6,10,25,24,0
NED-Eredivisie,2024-25,RKC Waalwijk,Alexander Jakobsen,EGY,"FW,MF",30,1994,0.8,3,3,3,0,0,2,3,66.7,1,0,0,0,0,3,1,0
NED-Eredivisie,2024-25,RKC Waalwijk,Chris Lokesa,BEL,"FW,MF",19,2004,11.2,13,6,6,5,2,7,17,41.2,10,7,0,7,9,22,6,0
NED-Eredivisie,2024-25,RKC Waalwijk,Daouda Weidmann,CIV,MF,21,2003,8.8,11,7,6,4,1,1,7,14.3,6,14,2,12,11,22,6,0
NED-Eredivisie,2024-25,RKC Waalwijk,Dario Van den Buijs,BEL,DF,28,1995,12.3,24,14,14,10,0,6,14,42.9,8,16,7,9,19,43,75,0
NED-Eredivisie,2024-25,RKC Waalwijk,Denilho Cleonise,NED,"FW,MF",22,2001,12.2,6,5,5,1,0,4,15,26.7,11,13,0,13,3,9,12,1
NED-Eredivisie,2024-25,RKC Waalwijk,Faissal Al Mazyani,BEL,DF,19,2005,18.2,50,30,31,14,5,30,52,57.7,22,36,19,17,41,91,69,0
NED-Eredivisie,2024-25,RKC Waalwijk,Godfried Roemeratoe,CUW,MF,24,1999,16.9,42,18,25,13,4,18,32,56.3,14,32,15,17,17,59,35,1
NED-Eredivisie,2024-25,RKC Waalwijk,Jeroen Houwen,NED,GK,28,1996,24.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,9,1
NED-Eredivisie,2024-25,RKC Waalwijk,Joey Kesting,NED,GK,23,2001,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
NED-Eredivisie,2024-25,RKC Waalwijk,Juan Familia-Castillo,DOM,"DF,FW",24,2000,17.1,36,27,26,9,1,21,38,55.3,17,26,6,20,9,45,66,1
NED-Eredivisie,2024-25,RKC Waalwijk,Julian Lelieveld,NED,"DF,MF",26,1997,23.9,64,45,46,13,5,37,57,64.9,20,49,21,28,23,87,116,1
NED-Eredivisie,2024-25,RKC Waalwijk,Kevin Felida,CUW,"MF,FW",24,1999,4.8,12,6,7,4,1,9,13,69.2,4,13,1,12,3,15,6,2
NED-Eredivisie,2024-25,RKC Waalwijk,Liam van Gelderen,SUR,DF,23,2001,30.0,62,38,53,6,3,31,40,77.5,9,41,23,18,49,111,182,1
NED-Eredivisie,2024-25,RKC Waalwijk,Luuk Wouters,NED,DF,25,1999,9.2,27,19,16,10,1,17,23,73.9,6,16,4,12,11,38,51,1
NED-Eredivisie,2024-25,RKC Waalwijk,Mark Spenkelink,NED,GK,27,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,RKC Waalwijk,Michiel Kramer,NED,FW,35,1988,9.4,3,1,0,3,0,1,4,25.0,3,6,4,2,1,4,9,0
NED-Eredivisie,2024-25,RKC Waalwijk,Mohammed Ihattaren,NED,"MF,FW",22,2002,17.1,20,12,8,8,4,8,12,66.7,4,12,2,10,8,28,21,2
NED-Eredivisie,2024-25,RKC Waalwijk,Oskar Zawada,POL,FW,28,1996,21.6,15,9,2,11,2,5,10,50.0,5,10,2,8,1,16,33,1
NED-Eredivisie,2024-25,RKC Waalwijk,Patrick Vroegh,NED,"MF,DF",24,1999,0.4,4,3,1,2,1,0,0,,0,0,0,0,2,6,2,0
NED-Eredivisie,2024-25,RKC Waalwijk,Redouan El Yaakoubi,NED,DF,28,1996,4.5,5,2,2,2,1,2,4,50.0,2,6,3,3,7,12,28,0
NED-Eredivisie,2024-25,RKC Waalwijk,Reuven Niemeijer,NED,"MF,DF",29,1995,2.5,4,4,3,1,0,2,2,100.0,0,3,0,3,1,5,1,0
NED-Eredivisie,2024-25,RKC Waalwijk,Richard van der Venne,NED,"MF,FW",32,1992,8.2,8,6,2,4,2,5,13,38.5,8,10,2,8,2,10,8,0
NED-Eredivisie,2024-25,RKC Waalwijk,Richonell Margaret,SUR,FW,23,2000,27.9,48,25,18,18,12,15,26,57.7,11,13,0,13,10,58,17,0
NED-Eredivisie,2024-25,RKC Waalwijk,Roshon van Eijma,CUW,DF,26,1998,20.2,27,18,22,5,0,19,27,70.4,8,35,19,16,36,63,155,2
NED-Eredivisie,2024-25,RKC Waalwijk,Silvester van der Water,NED,"FW,MF",27,1996,7.0,6,3,3,1,2,3,17,17.6,14,5,0,5,8,14,17,0
NED-Eredivisie,2024-25,RKC Waalwijk,Tim van de Loo,,MF,,,20.2,51,29,24,22,5,29,43,67.4,14,21,7,14,30,81,40,2
NED-Eredivisie,2024-25,RKC Waalwijk,Yanick van Osch,NED,GK,27,1997,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
NED-Eredivisie,2024-25,RKC Waalwijk,Yassin Oukili,NED,MF,23,2001,24.5,68,40,36,26,6,30,52,57.7,22,25,4,21,23,91,46,2
NED-Eredivisie,2024-25,Sparta R'dam,Arno Verschueren,BEL,MF,27,1997,18.4,36,18,9,18,9,15,28,53.6,13,21,1,20,14,50,30,0
NED-Eredivisie,2024-25,Sparta R'dam,Ayoub Oufkir,NED,"FW,DF",18,2006,0.5,3,3,2,1,0,1,1,100.0,0,1,0,1,1,4,1,0
NED-Eredivisie,2024-25,Sparta R'dam,Boyd Reith,NED,DF,25,1999,9.7,28,21,14,10,4,15,23,65.2,8,5,0,5,10,38,31,0
NED-Eredivisie,2024-25,Sparta R'dam,Camiel Neghli,NED,FW,22,2001,15.4,18,12,6,10,2,9,28,32.1,19,19,2,17,15,33,13,0
NED-Eredivisie,2024-25,Sparta R'dam,Carel Eiting,NED,MF,26,1998,9.8,21,13,6,9,6,12,20,60.0,8,15,5,10,10,31,26,0
NED-Eredivisie,2024-25,Sparta R'dam,Charles-Andréas Brym,CAN,"FW,MF",25,1998,3.4,3,2,2,1,0,1,3,33.3,2,0,0,0,0,3,4,0
NED-Eredivisie,2024-25,Sparta R'dam,Djevencio van der Kust,SUR,DF,23,2001,10.3,17,13,10,7,0,8,17,47.1,9,20,8,12,10,27,35,0
NED-Eredivisie,2024-25,Sparta R'dam,Gjivai Zechiël,NED,MF,20,2004,11.4,25,12,9,13,3,7,12,58.3,5,17,8,9,12,37,38,1
NED-Eredivisie,2024-25,Sparta R'dam,Jonathan de Guzmán,NED,MF,36,1987,0.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
NED-Eredivisie,2024-25,Sparta R'dam,Joshua Kitolano,NOR,MF,22,2001,17.6,30,19,11,17,2,10,27,37.0,17,20,6,14,13,43,26,0
NED-Eredivisie,2024-25,Sparta R'dam,Joël Ideho,NED,FW,21,2003,1.9,7,4,1,4,2,4,7,57.1,3,7,0,7,2,9,2,0
NED-Eredivisie,2024-25,Sparta R'dam,Julian Baas,NED,MF,22,2002,9.4,18,12,7,10,1,13,20,65.0,7,12,3,9,12,30,20,0
NED-Eredivisie,2024-25,Sparta R'dam,Kayky Chagas,BRA,"FW,DF",21,2003,1.3,1,1,0,1,0,1,1,100.0,0,1,0,1,2,3,2,0
NED-Eredivisie,2024-25,Sparta R'dam,Kristian Nökkvi Hlynsson,ISL,MF,20,2004,13.5,18,11,7,11,0,6,16,37.5,10,11,2,9,9,27,20,0
NED-Eredivisie,2024-25,Sparta R'dam,Marvin Young,NED,DF,18,2005,24.1,68,39,38,30,0,34,45,75.6,11,47,21,26,34,102,165,1
NED-Eredivisie,2024-25,Sparta R'dam,Metinho,BRA,MF,21,2003,4.0,9,7,6,2,1,5,8,62.5,3,2,1,1,4,13,14,0
NED-Eredivisie,2024-25,Sparta R'dam,Mike Eerdhuijzen,NED,DF,24,2000,31.1,31,18,20,10,1,15,34,44.1,19,42,25,17,45,76,222,2
NED-Eredivisie,2024-25,Sparta R'dam,Mike Kleijn,NED,DF,19,2005,3.1,10,7,7,3,0,2,3,66.7,1,5,1,4,4,14,9,0
NED-Eredivisie,2024-25,Sparta R'dam,Mitchell van Bergen,NED,FW,24,1999,12.5,12,7,3,5,4,8,12,66.7,4,12,1,11,6,18,6,0
NED-Eredivisie,2024-25,Sparta R'dam,Mohamed Nassoh,NED,FW,21,2003,18.0,34,20,21,9,4,22,35,62.9,13,24,6,18,8,42,14,1
NED-Eredivisie,2024-25,Sparta R'dam,Nick Olij,NED,GK,28,1995,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,0
NED-Eredivisie,2024-25,Sparta R'dam,Nökkvi Þórisson,ISL,"FW,MF",24,1999,1.5,1,0,0,0,1,0,3,0.0,3,0,0,0,1,2,4,0
NED-Eredivisie,2024-25,Sparta R'dam,Patrick van Aanholt,NED,DF,33,1990,18.4,29,18,16,12,1,11,29,37.9,18,18,6,12,20,49,48,0
NED-Eredivisie,2024-25,Sparta R'dam,Pelle Clement,NED,"MF,FW",28,1996,18.6,30,19,16,10,4,14,32,43.8,18,25,11,14,23,53,47,0
NED-Eredivisie,2024-25,Sparta R'dam,Rick Meissen,NED,DF,22,2002,8.5,12,7,9,3,0,6,10,60.0,4,17,13,4,13,25,43,1
NED-Eredivisie,2024-25,Sparta R'dam,Saïd Bakari,COM,DF,29,1994,23.8,58,35,36,19,3,39,75,52.0,36,36,15,21,29,87,96,0
NED-Eredivisie,2024-25,Sparta R'dam,Shunsuke Mito,JPN,FW,21,2002,16.5,28,19,10,16,2,16,29,55.2,13,16,0,16,12,40,23,1
NED-Eredivisie,2024-25,Sparta R'dam,Teo Quintero,VEN,DF,25,1999,6.4,15,10,12,3,0,5,9,55.6,4,14,12,2,6,21,49,1
NED-Eredivisie,2024-25,Sparta R'dam,Tobias Lauritsen,NOR,FW,26,1997,30.1,13,6,3,5,5,6,18,33.3,12,19,3,16,0,13,40,0
NED-Eredivisie,2024-25,Twente,Alec Van Hoorenbeeck,BEL,DF,25,1998,12.4,16,14,9,7,0,10,12,83.3,2,10,8,2,13,29,82,0
NED-Eredivisie,2024-25,Twente,Anass Salah-Eddine,NED,DF,22,2002,14.2,33,19,22,8,3,14,23,60.9,9,10,2,8,16,49,26,1
NED-Eredivisie,2024-25,Twente,Arno Verschueren,BEL,"MF,FW",27,1997,4.0,6,4,4,2,0,3,10,30.0,7,9,1,8,4,10,12,0
NED-Eredivisie,2024-25,Twente,Bart van Rooij,NED,DF,23,2001,31.7,65,43,35,27,3,31,55,56.4,24,31,9,22,35,100,131,0
NED-Eredivisie,2024-25,Twente,Bas Kuipers,NED,DF,29,1994,19.2,17,12,6,5,6,10,15,66.7,5,32,13,19,19,36,67,0
NED-Eredivisie,2024-25,Twente,Carel Eiting,NED,MF,26,1998,6.5,23,17,9,12,2,7,12,58.3,5,14,0,14,6,29,7,0
NED-Eredivisie,2024-25,Twente,Daan Rots,NED,FW,23,2001,24.1,57,36,22,15,20,30,76,39.5,46,29,2,27,8,65,29,1
NED-Eredivisie,2024-25,Twente,Gerald Alders,NED,DF,19,2005,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,3,0
NED-Eredivisie,2024-25,Twente,Gijs Besselink,NED,MF,20,2004,3.6,7,4,3,3,1,3,5,60.0,2,3,1,2,3,10,6,0
NED-Eredivisie,2024-25,Twente,Gustaf Lagerbielke,SWE,DF,24,2000,16.1,33,22,19,11,3,24,34,70.6,10,18,6,12,16,49,117,0
NED-Eredivisie,2024-25,Twente,Harry Kuster,NED,"FW,MF",18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Twente,Julien Mesbahi,MAR,FW,18,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
NED-Eredivisie,2024-25,Twente,Lars Unnerstall,GER,GK,34,1990,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,19,7
NED-Eredivisie,2024-25,Twente,Lucas Vennegoor of Hesselink,NED,"FW,MF",18,2006,0.8,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
NED-Eredivisie,2024-25,Twente,Mathias Kjølø,NOR,MF,23,2001,9.6,14,12,6,6,2,7,13,53.8,6,7,3,4,10,24,17,2
NED-Eredivisie,2024-25,Twente,Max Bruns,NED,DF,21,2002,18.2,19,7,12,7,0,9,14,64.3,5,17,15,2,24,43,72,0
NED-Eredivisie,2024-25,Twente,Mees Hilgers,IDN,DF,23,2001,20.8,50,32,25,25,0,32,51,62.7,19,17,3,14,16,66,88,1
NED-Eredivisie,2024-25,Twente,Michal Sadílek,CZE,"MF,DF",25,1999,17.8,43,26,14,24,5,26,47,55.3,21,28,10,18,20,63,46,0
NED-Eredivisie,2024-25,Twente,Michel Vlap,NED,"MF,FW",27,1997,27.8,44,31,12,27,5,16,36,44.4,20,46,10,36,31,75,34,2
NED-Eredivisie,2024-25,Twente,Mitchell van Bergen,NED,FW,24,1999,8.9,7,4,1,4,2,2,5,40.0,3,8,0,8,0,7,6,0
NED-Eredivisie,2024-25,Twente,Naci Ünüvar,NED,FW,21,2003,4.3,9,5,6,1,2,3,6,50.0,3,10,0,10,1,10,3,0
NED-Eredivisie,2024-25,Twente,Przemysław Tytoń,POL,GK,37,1987,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
NED-Eredivisie,2024-25,Twente,Ricky van Wolfswinkel,NED,FW,35,1989,17.8,26,20,9,14,3,10,25,40.0,15,24,6,18,7,33,35,0
NED-Eredivisie,2024-25,Twente,Sam Lammers,NED,FW,27,1997,16.7,8,4,2,2,4,4,7,57.1,3,9,0,9,4,12,13,0
NED-Eredivisie,2024-25,Twente,Sayfallah Ltaief,TUN,FW,24,2000,13.4,24,12,9,10,5,10,21,47.6,11,14,0,14,2,26,6,0
NED-Eredivisie,2024-25,Twente,Sem Steijn,NED,MF,22,2001,30.7,12,8,0,12,0,4,21,19.0,17,15,3,12,10,22,22,0
